,Species,Owner,Country_of_Origin,Region,Farm_Name,Altitude,Harvest.Year,Grading.Date,Grading_Year,Variety,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,CleanCup,Sweetness,CupperPoints,TotalCupPoints,Moisture,Color,Expiration,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters
1027,Arabica,cqi taiwan icp cqi,Taiwan,Asia,bai he lin coffee,688 m,2013/2014,"December 26th, 2013",2013,Typica,Other,7.25,7.17,7.08,7.08,7.08,8.08,10,10,10,7.17,80.92,0.11,Green,"December 26th, 2014",m,688,688,688
1028,Arabica,cqi taiwan icp cqi,Taiwan,Asia,heng lu coffee,300 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,7.42,7.25,7.25,7.25,7.25,7.25,10,10,10,7.25,80.92,0.11,Green,"December 26th, 2014",m,300,300,300
1029,Arabica,eduardo luis augusto velazquez solis,Mexico,CenterA,"olotlan, el plan, criollo garnica",1186,2012,"July 11th, 2012",2012,Typica,Washed / Wet,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,7,80.92,0.13,Green,"July 11th, 2013",m,1186,1186,1186
1030,Arabica,doi tung development project,Thailand,Asia,doi tung development project,,,"April 13th, 2010",2010,Peaberry,,7.67,7.58,7.33,7.33,7.17,7,10,10,10,6.83,80.92,0,,"April 13th, 2011",m,NA,NA,NA
1031,Arabica,cqi taiwan icp cqi,Laos,Asia,savan coffee bean,1300,2016,"June 22nd, 2017",2017,Catimor,Washed / Wet,7.42,7.33,7.17,7.17,7.17,7.25,10,10,10,7.33,80.83,0,Green,"June 22nd, 2018",m,1300,1300,1300
1032,Arabica,the coffee source inc.,Guatemala,CenterA,several,1200,2013,"May 26th, 2014",2014,Caturra,Washed / Wet,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,7.08,80.83,0.11,Green,"May 26th, 2015",m,1200,1200,1200
1033,Arabica,luis roberto fermoso beltran,Mexico,CenterA,la victoria pante nubes,1210,2012,"August 30th, 2012",2012,Catuai,Semi-washed / Semi-pulped,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,7.33,80.83,0.13,Green,"August 30th, 2013",m,1210,1210,1210
1034,Arabica,jose manuel vergara cortes,Mexico,CenterA,finca santa clara,1100,2012,"August 29th, 2012",2012,Typica,Washed / Wet,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,7.17,80.83,0.11,Green,"August 29th, 2013",m,1100,1100,1100
1035,Arabica,christina dusing,Mexico,CenterA,selva negra,100,2012,"July 3rd, 2012",2012,Bourbon,Washed / Wet,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,7.25,80.83,0.13,Green,"July 3rd, 2013",m,100,100,100
1036,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"February 23rd, 2012",2012,Hawaiian Kona,Washed / Wet,7.42,7.33,7,7.25,7.33,7.5,10,10,10,7,80.83,0.1,Blue-Green,"February 22nd, 2013",ft,NA,NA,NA
1037,Arabica,exportadora de cafe condor s.a,Colombia,SouthA,unknown,1800 m.s.n.m,4T/2010,"January 25th, 2011",2011,,,7.33,7.33,7,6.83,7.33,7.67,10,10,10,7.33,80.83,0.01,,"January 25th, 2012",m,1800,1800,1800
1038,Arabica,bourbon specialty coffees,Brazil,SouthA,castelhana farm,,2015/2016,"October 8th, 2015",2015,,Natural / Dry,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,7.25,80.75,0,Green,"October 7th, 2016",m,NA,NA,NA
1039,Arabica,u soe,Myanmar,Asia,myaing,3825,2015,"July 17th, 2015",2015,Catuai,Washed / Wet,6.92,7.5,7,7.58,7.5,7.08,10,10,10,7.17,80.75,0,Green,"July 16th, 2016",m,3825,3825,3825
1040,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca los cerros y anexos,5440-5760 metros,2015,"June 18th, 2015",2015,Caturra,Washed / Wet,7.5,7.33,7,7.42,7.17,7.17,10,10,10,7.17,80.75,0.12,Green,"June 17th, 2016",ft,1658.112,1755.648,1706.88
1041,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,CenterA,cafetales santa matilde,1100.00 mosl,2015,"May 28th, 2015",2015,Other,Washed / Wet,7.25,7.25,7.17,7.25,7.33,7.25,10,10,10,7.25,80.75,0.12,Green,"May 27th, 2016",m,110000,110000,NA
1042,Arabica,bismarck castro,Honduras,CenterA,juan damaso,1450 masl,2015,"May 25th, 2015",2015,Caturra,Natural / Dry,7.5,7.33,7,7.42,7.25,7.17,10,10,10,7.08,80.75,0.11,Green,"May 24th, 2016",m,1450,1450,1450
1043,Arabica,essencecoffee,Panama,CenterA,elida estate,1680m,2014,"May 23rd, 2015",2015,Caturra,Other,7.25,7.33,7.17,7.33,7.33,7.17,10,10,10,7.17,80.75,0.11,Green,"May 22nd, 2016",m,1680,1680,1680
1044,Arabica,cadexsa,Honduras,CenterA,bethel,1350,2015,"May 22nd, 2015",2015,Catuai,Washed / Wet,7.42,7.17,7.08,7.42,7.25,7.25,10,10,10,7.17,80.75,0.09,Green,"May 21st, 2016",m,1350,1350,1350
1045,Arabica,,Honduras,CenterA,los hicaques,1450 mals,2015,"March 11th, 2015",2015,Catuai,Natural / Dry,7.25,7.33,7.08,7.5,7.25,7.33,10,10,10,7,80.75,0.13,Green,"March 10th, 2016",m,1450,1450,1450
1046,Arabica,the coffee source inc.,Costa Rica,CenterA,several,1300 msnm,2014,"April 11th, 2014",2014,Caturra,Washed / Wet,7.33,7.33,7.25,7.25,7.17,7.17,10,10,10,7.25,80.75,0.11,Green,"April 11th, 2015",m,1300,1300,1300
1047,Arabica,diego manuel woolrich ramirez,Mexico,CenterA,san jose y el portillo,1200,2012,"September 4th, 2012",2012,Typica,Washed / Wet,7.58,7.33,7.42,7.25,7.5,7.5,9.33,9.33,10,7.5,80.75,0.11,Green,"September 4th, 2013",m,1200,1200,1200
1048,Arabica,myriam kaplan-pasternak,Haiti,CenterA,unkonwn,~1000 meters,2012,"May 22nd, 2012",2012,Typica,Washed / Wet,7.42,7,7.42,7.25,7.08,7.33,10,10,10,7.25,80.75,0.12,Green,"May 22nd, 2013",m,1000,1000,1000
1049,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2011,"December 21st, 2011",2011,Arusha,Natural / Dry,7.08,7.33,7.17,7.25,7.33,7.67,10,10,10,6.92,80.75,0.13,Bluish-Green,"December 20th, 2012",ft,NA,NA,NA
1050,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,,2016,"August 12th, 2016",2016,Typica,Other,7.33,7.08,7.08,7.08,7.42,7.33,10,10,10,7.33,80.67,0,Green,"August 12th, 2017",m,NA,NA,NA
1051,Arabica,aulia arif syahri,Indonesia,Asia,darmawi,1200-1500,2015,"November 10th, 2015",2015,Mandheling,Semi-washed / Semi-pulped,7.58,7.42,7,7.67,7.5,7.5,9.33,9.33,10,7.33,80.67,0.13,Blue-Green,"November 9th, 2016",m,1200,1500,1350
1052,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca medina,1500msnm,2015/2016,"October 23rd, 2015",2015,Bourbon,Washed / Wet,7.67,7.42,6.83,7.17,7.42,7.17,10,10,10,7,80.67,0.11,Green,"October 22nd, 2016",m,1500,1500,1500
1053,Arabica,"ceca, s.a.",Costa Rica,CenterA,gamboa,1.85,2015,"February 27th, 2015",2015,Caturra,Washed / Wet,7.83,7.5,7.67,7.67,7.83,7.5,6.67,10,10,8,80.67,0.11,Blue-Green,"February 27th, 2016",m,185,185,185
1054,Arabica,afca,Malawi,Africa,makoka valley estate,990-1000m,2014,"November 4th, 2014",2014,Caturra,Washed / Wet,7.5,7.25,7.17,7.17,7.25,7.17,10,10,10,7.17,80.67,0.12,Bluish-Green,"November 4th, 2015",m,990,1000,995
1055,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,CenterA,"el desmoronado, talpan de allende jalisco",1200,2014,"October 23rd, 2014",2014,Typica,Washed / Wet,7.25,7.17,7.17,7.25,7.17,7.42,10,10,10,7.25,80.67,0.12,Green,"October 23rd, 2015",m,1200,1200,1200
1056,Arabica,compaia colombiana agroindustrial s.a,Colombia,SouthA,unknown,1550,2014,"April 14th, 2014",2014,Caturra,Natural / Dry,7.67,7.5,7.42,7.67,7.5,7.75,10,10,6.67,8.5,80.67,0,,"April 14th, 2015",m,1550,1550,1550
1057,Arabica,juan luis alvarado romero,Guatemala,CenterA,santo tomas pachuj,1550,2013,"June 5th, 2013",2013,Bourbon,Washed / Wet,7.67,7.17,7,7.5,7,7,10,10,10,7.33,80.67,0.12,Green,"June 5th, 2014",m,1550,1550,1550
1058,Arabica,juan luis alvarado romero,Guatemala,CenterA,chiquimulja / alpha cafe / senfro,,2012,"January 25th, 2012",2012,Bourbon,Washed / Wet,7,7.33,7.5,7.33,7,7.33,10,10,10,7.17,80.67,0.11,Green,"January 24th, 2013",m,NA,NA,NA
1059,Arabica,juan luis alvarado romero,Guatemala,CenterA,chiquimulja / alpha cafe / senfro,,2012,"January 25th, 2012",2012,Bourbon,Washed / Wet,7,7.5,7.33,7.17,7.17,7.17,10,10,10,7.33,80.67,0.11,Green,"January 24th, 2013",m,NA,NA,NA
1060,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,,"March 15th, 2011",2011,,,7.17,7.25,7.08,7.42,7.08,7.42,10,10,10,7.25,80.67,0.18,,"March 14th, 2012",m,NA,NA,NA
1061,Arabica,bourbon specialty coffees,Brazil,SouthA,leticia farm,,2016,"March 11th, 2016",2016,,,7.33,7.25,7.33,7.08,7.58,7.25,9.33,10,10,7.42,80.58,0.11,Green,"March 11th, 2017",m,NA,NA,NA
1062,Arabica,"exportadora atlantic, s.a.",Nicaragua,CenterA,los saltarines,,2016,"February 26th, 2016",2016,,,7.08,7.5,7,7.25,7.42,7,10,10,10,7.33,80.58,0.11,Green,"February 25th, 2017",m,NA,NA,NA
1063,Arabica,burka coffee estate,"Tanzania, United Republic Of",Africa,burka coffee estates,1400,2014,"January 6th, 2015",2015,Other,Washed / Wet,7.25,7.08,7.08,7.33,7.33,7.25,10,10,10,7.25,80.58,0.12,Bluish-Green,"January 6th, 2016",m,1400,1400,1400
1064,Arabica,ipanema coffees,Brazil,SouthA,rio verde,1200,2014/2015,"October 17th, 2014",2014,Bourbon,Semi-washed / Semi-pulped,7.42,7.25,7.33,7,7.08,7.25,10,10,10,7.25,80.58,0,Green,"October 17th, 2015",m,1200,1200,1200
1065,Arabica,beneficio santa rosa,Honduras,CenterA,bsr,1400 m.s.n.m.,2014,"April 30th, 2014",2014,Caturra,Washed / Wet,7.5,7.17,7,7.42,7.33,7,10,10,10,7.17,80.58,0.11,Green,"April 30th, 2015",m,1400,1400,1400
1066,Arabica,juan luis alvarado romero,Guatemala,CenterA,finca el naranjal,4540 metros,2014,"January 28th, 2014",2014,Bourbon,Natural / Dry,7.17,7.42,6.83,7.5,7.17,7.25,10,10,10,7.25,80.58,0.11,Green,"January 28th, 2015",ft,1383.792,1383.792,1383.792
1067,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"May 4th, 2011",2011,,,7.42,7.58,7.5,7.92,7.83,7.83,8.67,8.67,9.33,7.83,80.58,0,,"May 3rd, 2012",ft,NA,NA,NA
1068,Arabica,racafe & cia s.c.a,Colombia,SouthA,unknown,,,"March 15th, 2011",2011,,,7.08,7.25,7,7.5,7.08,7.33,10,10,10,7.33,80.58,0,,"March 14th, 2012",m,NA,NA,NA
1069,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,50,2017,"December 8th, 2017",2017,Other,Natural / Dry,7.17,7.17,7.17,7.42,7.17,7.25,10,10,10,7.17,80.5,0,Blue-Green,"December 8th, 2018",m,50,50,50
1070,Arabica,juan luis alvarado romero,Guatemala,CenterA,el guayabo,1500,2017,"September 8th, 2017",2017,Caturra,Washed / Wet,7.33,7.25,7.08,7.17,7.25,7.17,10,10,10,7.25,80.5,0.1,Green,"September 8th, 2018",m,1500,1500,1500
1071,Arabica,janny marlith torres,Honduras,CenterA,la bendicion,1650,2017,"August 23rd, 2017",2017,Catuai,Washed / Wet,7.58,7.33,7,7.17,7.33,7.08,10,10,10,7,80.5,0.11,Green,"August 23rd, 2018",m,1650,1650,1650
1072,Arabica,case noyale ltd,Mauritius,Africa,case noyale ltd,280,2016,"February 11th, 2016",2016,,,7.25,7.25,7.17,7.17,7.25,7.17,10,10,10,7.25,80.5,0.12,Green,"February 10th, 2017",m,280,280,280
1073,Arabica,bourbon specialty coffees,Brazil,SouthA,cachoeira da grama farm,1250 m,2015/2016,"November 17th, 2015",2015,Yellow Bourbon,Semi-washed / Semi-pulped,7.25,7.33,7.17,7.5,7.33,7.25,9.33,10,10,7.33,80.5,0.11,Green,"November 16th, 2016",m,1250,1250,1250
1074,Arabica,shwe yin mar coffee,Myanmar,Asia,mixed,3800,2015,"July 17th, 2015",2015,Other,Washed / Wet,7.17,7.33,7.17,7.42,7.25,7.08,10,10,10,7.08,80.5,0,Green,"July 16th, 2016",m,3800,3800,3800
1075,Arabica,juan luis alvarado romero,Guatemala,CenterA,various,4000 p.s.n.m.,2014,"April 23rd, 2014",2014,Other,Washed / Wet,7.5,7.17,6.83,7.5,7.17,7.17,10,10,10,7.17,80.5,0.11,Green,"April 23rd, 2015",ft,1219.2,1219.2,1219.2
1076,Arabica,jacques pereira carneiro,Brazil,SouthA,pereira estate coffee,1250,2013,"April 17th, 2014",2014,Yellow Bourbon,Semi-washed / Semi-pulped,7.42,7.42,7.08,7.33,7.67,7.5,9.33,9.33,10,7.42,80.5,0.1,None,"April 17th, 2015",m,1250,1250,1250
1077,Arabica,eileen koyanagi,United States (Hawaii),Pacific,unknown,,2013,"February 4th, 2014",2014,Hawaiian Kona,Natural / Dry,7.42,7.33,7.33,7.58,7.58,7.42,8.67,10,10,7.17,80.5,0.11,Green,"February 4th, 2015",ft,NA,NA,NA
1078,Arabica,juan luis alvarado romero,Guatemala,CenterA,barranca de las flores,6100 metros,2013,"February 13th, 2013",2013,Bourbon,Washed / Wet,7.5,7.5,7,7.67,7.17,7,10,10,10,6.67,80.5,0.12,Green,"February 13th, 2014",ft,1859.28,1859.28,1859.28
1079,Arabica,israel eduardo paz garcia,Mexico,CenterA,pena negra,1450,2012,"September 17th, 2012",2012,Typica,Washed / Wet,7.25,7.25,7.08,7.33,7.25,7.17,10,10,10,7.17,80.5,0.15,None,"September 17th, 2013",m,1450,1450,1450
1080,Arabica,cadexsa,Honduras,CenterA,bethel,1450,2016,"February 3rd, 2016",2016,,,7.25,7.42,7,7.42,7.33,7,10,10,10,7,80.42,0.1,Green,"February 2nd, 2017",m,1450,1450,1450
1081,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,600�尺,2014,"November 23rd, 2014",2014,Typica,Washed / Wet,7.58,7.17,7.17,7.17,7.17,7.17,10,10,10,7,80.42,0.14,Green,"November 23rd, 2015",m,600,600,600
1082,Arabica,lusso lab,El Salvador,CenterA,finca la fany,1450m,2013,"April 26th, 2014",2014,Bourbon,Washed / Wet,7.33,7.17,7.08,7.08,7.33,7.17,10,10,10,7.25,80.42,0,Green,"April 26th, 2015",m,1450,1450,1450
1083,Arabica,adam ciruli ye,China,Asia,alicia's farm,1700,2013,"January 17th, 2014",2014,Other,Washed / Wet,7.25,7.08,7.25,7.17,7.33,7.17,10,10,10,7.17,80.42,0.17,Green,"January 17th, 2015",m,1700,1700,1700
1084,Arabica,cqi taiwan icp cqi,Taiwan,Asia,guoxing farm coffee,600 m,2013/2014,"December 26th, 2013
",2013,Typica,Washed / Wet,7.25,7.25,7.17,7.25,7.25,7.25,10,10,10,7,80.42,0.11,Green,"December 26th, 2014",m,600,600,600
1085,Arabica,alfredo bojalil,Mexico,CenterA,copalita,1050,2012,"September 4th, 2012",2012,Typica,Washed / Wet,6.92,7.17,7.08,7.5,7.33,7.17,10,10,10,7.25,80.42,0.1,Green,"September 4th, 2013",m,1050,1050,1050
1086,Arabica,armando luis pohlenz martinez,Mexico,CenterA,unknown,1550,2012,"August 30th, 2012",2012,Caturra,Washed / Wet,7.42,7.08,7.08,7.33,7.25,7.17,10,10,10,7.08,80.42,0.12,Green,"August 30th, 2013",m,1550,1550,1550
1087,Arabica,simon mahinda,Burundi,Africa,unknown,1700,2016,"January 22nd, 2016",2016,,,7.08,7.25,7.17,7.33,7.08,7.08,10,10,10,7.33,80.33,0.12,Green,"January 21st, 2017",m,1700,1700,1700
1088,Arabica,delfina leon shine,"Tanzania, United Republic Of",Africa,delfina farm,1700,2015/2016,"November 16th, 2015",2015,Bourbon,Washed / Wet,7.25,7.17,7,7.25,7.42,7.08,10,10,10,7.17,80.33,0.13,Green,"November 15th, 2016",m,1700,1700,1700
1089,Arabica,kongoni estate,"Tanzania, United Republic Of",Africa,kongoni estate,,2014,"December 18th, 2014",2014,Other,Washed / Wet,7.25,7.17,7.25,7.25,7.25,7.08,10,10,10,7.08,80.33,0.12,Bluish-Green,"December 18th, 2015",m,NA,NA,NA
1090,Arabica,cqi taiwan icp cqi,Taiwan,Asia,tokoffee,600 m,2013/2014,"December 26th, 2013",2013,Yellow Bourbon,Other,7.25,7.25,7.08,7.25,7.25,7.25,10,10,10,7,80.33,0.11,Green,"December 26th, 2014",m,600,600,600
1091,Arabica,juan luis alvarado romero,Guatemala,CenterA,la castellana,4300,2013,"June 6th, 2013",2013,Bourbon,Washed / Wet,7.33,7.33,6.83,7.5,7,7.17,10,10,10,7.17,80.33,0.11,Green,"June 6th, 2014",ft,1310.64,1310.64,1310.64
1092,Arabica,miguel cortes moreno,Mexico,CenterA,unknown,940,2012,"August 30th, 2012",2012,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.08,7.33,7.33,7.17,10,10,10,7.08,80.33,0.11,Green,"August 30th, 2013",m,940,940,940
1093,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,2012,"February 8th, 2012",2012,Hawaiian Kona,Washed / Wet,7.17,7.5,6.92,7.33,7.67,7.33,9.33,10,10,7.08,80.33,0.12,Green,"February 7th, 2013",ft,NA,NA,NA
1094,Arabica,ethiopia commodity exchange,Ethiopia,Africa,unknown,,2010,"June 17th, 2010",2010,,,7.25,7.25,7.25,7.33,7.5,8,9.33,9.33,10,7.08,80.33,0.1,,"June 17th, 2011",m,NA,NA,NA
1095,Arabica,volcafe ltda. - brasil,Brazil,SouthA,sao rafael_ ra_ras certified,995,2017 / 2018,"November 3rd, 2017",2017,Catuai,Natural / Dry,7.17,7.33,7.42,7.08,7,7,10,10,10,7.25,80.25,0.11,Green,"November 3rd, 2018",m,995,995,995
1096,Arabica,bismarck castro,Honduras,CenterA,las moras,1400,2016,"April 6th, 2017",2017,Caturra,Natural / Dry,7.25,7.25,7,7,7.42,7,10,10,10,7.33,80.25,0.1,Green,"April 6th, 2018",m,1400,1400,1400
1097,Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,CenterA,cortapico,1600,2016,"April 26th, 2016",2016,Caturra,Washed / Wet,7.25,7.17,7,7.33,7.33,7,10,10,10,7.17,80.25,0.1,Green,"April 26th, 2017",m,1600,1600,1600
1098,Arabica,bob mccauley,Myanmar,Asia,waylead farms,3000 ft,2015,"August 27th, 2015",2015,Other,Natural / Dry,8,7.08,7,7.33,7.08,6.92,10,10,10,6.83,80.25,0.11,Green,"August 26th, 2016",ft,914.4,914.4,914.4
1099,Arabica,u htun htun,Myanmar,Asia,thein kone,4287,2014,"July 17th, 2015",2015,Catuai,Natural / Dry,7.42,7,7.08,7,7.17,7.33,10,10,10,7.25,80.25,0,Green,"July 16th, 2016",m,4287,4287,4287
1100,Arabica,gloria antonieta escobar urrutia,Nicaragua,CenterA,finca el consuelo,900 m.s.n.m.,2015,"February 20th, 2015",2015,Caturra,Washed / Wet,7.08,6.92,7,7.25,7.5,7.25,10,10,10,7.25,80.25,0.11,Green,"February 20th, 2016",m,900,900,900
1101,Arabica,eileen koyanagi,United States (Hawaii),Pacific,unknown,,2014,"March 3rd, 2014",2014,Hawaiian Kona,Natural / Dry,7.5,7.08,7.67,7.67,7.42,7.58,9.33,9.33,9.33,7.33,80.25,0.12,Green,"March 3rd, 2015",ft,NA,NA,NA
1102,Arabica,honor dela fuente,Colombia,SouthA,unknown,,2012,"January 8th, 2014",2014,Typica,Washed / Wet,7.42,8,7.83,7.75,8.08,7.58,8.67,8.67,8.67,7.58,80.25,0.1,Green,"January 8th, 2015",m,NA,NA,NA
1103,Arabica,cqi taiwan icp cqi,Taiwan,Asia,weng hui ling,700 m,2013/2014,"December 26th, 2013",2013,Typica,Semi-washed / Semi-pulped,7.25,7.08,7.25,7.25,7.17,7.25,10,10,10,7,80.25,0.11,Green,"December 26th, 2014",m,700,700,700
1104,Arabica,the coffee source inc.,Guatemala,CenterA,several,1400,2012,"January 9th, 2013",2013,Caturra,Washed / Wet,7,7.17,7.33,7.33,7,7.17,10,10,10,7.25,80.25,0.11,Green,"January 9th, 2014",m,1400,1400,1400
1105,Arabica,saul m. hernandez ramirez,Mexico,CenterA,mirador,808,2012,"September 27th, 2012",2012,Caturra,Washed / Wet,7.58,7.33,7.17,7.25,6.75,7,10,10,10,7.17,80.25,0.11,None,"September 27th, 2013",m,808,808,808
1106,Arabica,"sunvirtue co., ltd.",Vietnam,Asia,apollo estate,1550,2017,"May 9th, 2017",2017,Catimor,Other,7.42,7.25,7.25,7.58,7.42,7.33,8.67,10,10,7.25,80.17,0,,"May 9th, 2018",m,1550,1550,1550
1107,Arabica,"exportadora atlantic, s.a.",Nicaragua,CenterA,los mesones,1100 - 1275 mts,2015,"April 24th, 2015",2015,Caturra,Washed / Wet,7.17,7.08,7.08,7.33,7.25,7.08,10,10,10,7.17,80.17,0.11,,"April 23rd, 2016",m,1100,1275,1187.5
1108,Arabica,cadexsa,Honduras,CenterA,cerro bueno,1400 msnm,2015,"January 26th, 2015",2015,Catuai,Washed / Wet,7.25,7.25,7,7.17,7.08,7.08,10,10,10,7.33,80.17,0.11,Green,"January 26th, 2016",m,1400,1400,1400
1109,Arabica,juan luis alvarado romero,Guatemala,CenterA,el morito,4300,2013,"August 7th, 2013",2013,Bourbon,Washed / Wet,7.33,7.33,7,7.17,7.17,7.17,10,10,10,7,80.17,0.11,Green,"August 7th, 2014",ft,1310.64,1310.64,1310.64
1110,Arabica,pablo enrique martinez gama,Mexico,CenterA,"la orduna, coatepec, veracruz",1250,2012,"October 9th, 2012",2012,Typica,Washed / Wet,7.33,7.08,6.92,7.42,7.25,7.08,10,10,10,7.08,80.17,0.11,Green,"October 9th, 2013",m,1250,1250,1250
1111,Arabica,israel eduardo paz garcia,Mexico,CenterA,el carrizo,1550,2012,"September 13th, 2012",2012,Typica,Washed / Wet,7.58,7.42,7.33,7.5,7.08,7.17,8.67,10,10,7.42,80.17,0.14,Green,"September 13th, 2013",m,1550,1550,1550
1112,Arabica,marco virgilio ramirez teliz,Mexico,CenterA,el aguacate,1000,2012,"September 10th, 2012",2012,Bourbon,Washed / Wet,7.33,7.33,7.17,7.08,7.25,7,10,10,10,7,80.17,0.12,Green,"September 10th, 2013",m,1000,1000,1000
1113,Arabica,juan luis alvarado romero,Guatemala,CenterA,agropecuaria quiagral,4300,2012,"May 24th, 2012",2012,Bourbon,Washed / Wet,7.33,7.33,7,7.33,7,7,10,10,10,7.17,80.17,0.11,Green,"May 24th, 2013",ft,1310.64,1310.64,1310.64
1114,Arabica,kona pacific farmers cooperative,United States (Hawaii),Pacific,unknown,,,"September 22nd, 2011",2011,,,7.58,7.5,7.33,7.33,7.67,7.33,9.33,9.33,9.33,7.42,80.17,0.05,,"September 21st, 2012",ft,NA,NA,NA
1115,Arabica,brayan cunha souza,Brazil,SouthA,unknown,1100,2017 / 2018,"November 29th, 2017",2017,Bourbon,Pulped natural / honey,7.17,7.17,7,7.17,7.25,7.25,10,10,10,7.08,80.08,0.11,Green,"November 29th, 2018",m,1100,1100,1100
1116,Arabica,cqi taiwan icp cqi,Taiwan,Asia,unknown,850�尺,2014,"November 23rd, 2014",2014,Typica,Washed / Wet,7.42,7.25,7.25,7.17,7,7,10,10,10,7,80.08,0.07,Green,"November 23rd, 2015",m,850,850,850
1117,Arabica,honor dela fuente,Nicaragua,CenterA,unknown,,2013,"February 25th, 2014",2014,,Natural / Dry,7.25,7.17,6.92,7.25,7.17,7.25,10,10,10,7.08,80.08,0.1,Green,"February 25th, 2015",m,NA,NA,NA
1118,Arabica,cqi taiwan icp cqi,Taiwan,Asia,sheng he shang pin coffee,200 m,2013/2014,"December 26th, 2013",2013,Typica,Other,7.25,7.25,7.25,7.25,7.08,7,10,10,10,7,80.08,0.11,Green,"December 26th, 2014",m,200,200,200
1119,Arabica,cqi taiwan icp cqi,Taiwan,Asia,a shu she coffee,150 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7.08,10,10,10,7,80.08,0.11,Green,"December 26th, 2014",m,150,150,150
1120,Arabica,cqi taiwan icp cqi,Taiwan,Asia,wu kun shan coffee,250 m,2013/2014,"December 26th, 2013",2013,Typica,Semi-washed / Semi-pulped,7.25,7.25,7.25,7.08,7.17,7.08,10,10,10,7,80.08,0.11,Green,"December 26th, 2014",m,250,250,250
1121,Arabica,israel eduardo paz garcia,Mexico,CenterA,el tabaco,1300,2012,"September 14th, 2012",2012,Typica,Washed / Wet,7.33,7.17,7.25,7.08,7.08,7.08,10,10,10,7.08,80.08,0.15,None,"September 14th, 2013",m,1300,1300,1300
1122,Arabica,federico pacheco perez,Mexico,CenterA,unknown,1300,2012,"August 30th, 2012",2012,Typica,Washed / Wet,7.25,7.08,7,7.17,7.33,7.17,10,10,10,7.08,80.08,0.14,Green,"August 30th, 2013",m,1300,1300,1300
1123,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,CenterA,santa matilde,1250,2017,"June 13th, 2017",2017,Caturra,Washed / Wet,7.33,7.08,6.92,7.08,7.42,7.17,10,10,10,7,80,0.1,Green,"June 13th, 2018",m,1250,1250,1250
1124,Arabica,ngu shwe li,Myanmar,Asia,doe kwin,3845,2015,"July 17th, 2015",2015,Other,Washed / Wet,7.17,7.33,7,7.42,7.17,7,10,10,10,6.92,80,0,Green,"July 16th, 2016",m,3845,3845,3845
1125,Arabica,kurt kappeli,Mexico,CenterA,various,1300 to 1500 meters,2014,"May 1st, 2014",2014,Typica,Washed / Wet,7.58,7.75,7.42,7.5,7.5,7.5,8.67,8.67,10,7.42,80,0,Green,"May 1st, 2015",m,1300,1500,1400
1126,Arabica,cqi taiwan icp cqi,Taiwan,Asia,zhang li hong coffee,250 m,2013/2014,"December 26th, 2013",2013,Typica,Washed / Wet,7.25,7.25,7.25,7,7.25,7,10,10,10,7,80,0.11,Green,"December 26th, 2014",m,250,250,250
1127,Arabica,doi tung development project,Thailand,Asia,doi tung development project,800++,2012,"May 29th, 2013",2013,,Washed / Wet,7.33,6.67,7.08,7.42,7.42,7.08,10,10,10,7,80,0,Green,"May 29th, 2014",m,800,800,800
1128,Arabica,pablo enrique martinez gama,Mexico,CenterA,"la orduna, coatepec, veracruz",1250,2012,"September 10th, 2012",2012,Typica,Washed / Wet,7.25,7.25,7.08,7.17,7.33,7.33,9.33,10,10,7.25,80,0.12,Green,"September 10th, 2013",m,1250,1250,1250
1129,Arabica,semiramis casas velazquez,Mexico,CenterA,"santa clara, california y camila",1100,2012,"September 4th, 2012",2012,Other,Washed / Wet,7.08,7.33,7,7.33,7.08,7,10,10,10,7.17,80,0.11,Green,"September 4th, 2013",m,1100,1100,1100
